,tweet_id,timestamp,source,text,rating,name,retweet_count,favorite_count,dog_stage,breed_of_dog
64,878281511006478336,2017-06-23 16:00:04 ,Twitter for iPhone,"Meet Shadow. In an attempt to reach maximum zooming borkdrive, he tore his ACL. Still 13/10 tho. Help him out below

https://t.co/245xJJElsY https://t.co/lUiQH219v6",13,Shadow,1349,7913,,Basset
65,878057613040115712,2017-06-23 01:10:23 ,Twitter for iPhone,This is Emmy. She was adopted today. Massive round of pupplause for Emmy and her new family. 14/10 for all involved https://t.co/cwtWnHMVpe,14,Emmy,7181,42876,,French Bulldog
66,877736472329191424,2017-06-22 03:54:17 ,Twitter for iPhone,This is Aja. She was just told she's a good dog. Suspicions confirmed. 13/10 would tell again https://t.co/lsPyyAiF1r,13,Aja,17300,71144,,Chesapeake Bay Retriever
68,877556246731214848,2017-06-21 15:58:08 ,Twitter for iPhone,This is Penny. She's both pupset and fired pup. Not pleased w your barbaric attempts at cleanliness. 12/10 would enjoy more shampoo options https://t.co/OYdDlfOGXP,12,Penny,3994,23258,,Basset
69,877316821321428993,2017-06-21 00:06:44 ,Twitter for iPhone,"Meet Dante. At first he wasn't a fan of his new raincoat, then he saw his reflection. H*ckin handsome. 13/10 for water resistant good boy https://t.co/SHRTIo5pxc",13,Dante,5414,27907,,Saluki
70,877201837425926144,2017-06-20 16:29:50 ,Twitter for iPhone,This is Nelly. He graduated with his dogtorate today. Wants to know if you're proud of him. 12/10 would give congratulatory boop https://t.co/4g4cfj3P4Y,12,Nelly,5880,27755,,Pembroke
71,876838120628539392,2017-06-19 16:24:33 ,Twitter for iPhone,This is Ginger. She's having a ruff Monday. Too many pupper things going on. H*ckin exhausting. 12/10 would snug passionately https://t.co/j211oCDRs6,12,Ginger,3506,21125,pupper,Bloodhound
72,876484053909872640,2017-06-18 16:57:37 ,Twitter for iPhone,This is Benedict. He wants to thank you for this delightful urban walk. Hopes you know he loves you. 13/10 super duper good boy https://t.co/26BXueUgbs,13,Benedict,2511,19163,,Golden Retriever
73,876120275196170240,2017-06-17 16:52:05 ,Twitter for iPhone,"Meet Venti, a seemingly caffeinated puppoccino. She was just informed the weekend would include walks, pats and scritches. 13/10 much excite https://t.co/ejExJFq3ek",13,Venti,4903,28490,puppo,Bernese Mountain Dog
74,875747767867523072,2017-06-16 16:11:53 ,Twitter for iPhone,"This is Goose. He's a womanizer. Cheeky as h*ck, but also deep. Tongue slip game on another level. 13/10 will steal your girl https://t.co/V2WlACRJCN",13,Goose,4497,25773,,Labrador Retriever
75,875144289856114688,2017-06-15 00:13:52 ,Twitter for iPhone,Meet Nugget and Hank. Nugget took Hank's bone. Hank is wondering if you would please return it to him. Both 13/10 would not intervene https://t.co/ogith9ejNj,13,Nugget,5081,22185,,Siberian Husky
76,875021211251597312,2017-06-14 16:04:48 ,Twitter for iPhone,Guys please stop sending pictures without any dogs in th- oh never mind hello excuse me sir. 12/10 stealthy as h*ck https://t.co/brCQoqc8AW,12,,4922,26022,,West Highland White Terrier
77,874680097055178752,2017-06-13 17:29:20 ,Twitter for iPhone,Meet Cash. He hath acquired a stick. A very good stick tbh. 12/10 would pat head approvingly https://t.co/lZhtizkURD,12,Cash,4875,28439,,Labrador Retriever
78,874296783580663808,2017-06-12 16:06:11 ,Twitter for iPhone,This is Jed. He may be the fanciest pupper in the game right now. Knows it too. 13/10 would sign modeling contract https://t.co/0YplNnSMEm,13,Jed,4308,26651,pupper,Cocker Spaniel
79,874057562936811520,2017-06-12 00:15:36 ,Twitter for iPhone,"I can't believe this keeps happening. This, is a birb taking a bath. We only rate dogs. Please only send dogs. Thank you... 12/10 https://t.co/pwY9PQhtP2",12,,4125,23134,,Flat-Coated Retriever
80,874012996292530176,2017-06-11 21:18:31 ,Twitter for iPhone,"This is Sebastian. He can't see all the colors of the rainbow, but he can see that this flag makes his human happy. 13/10 #PrideMonth puppo https://t.co/XBE0evJZ6V",13,Sebastian,11007,35501,puppo,Cardigan
82,873580283840344065,2017-06-10 16:39:04 ,Twitter for iPhone,"We usually don't rate Deck-bound Saskatoon Black Bears, but this one is h*ckin flawless. Sneaky tongue slip too. 13/10 would hug firmly https://t.co/mNuMH9400n",13,,4143,24837,,Newfoundland
83,873213775632977920,2017-06-09 16:22:42 ,Twitter for iPhone,"This is Sierra. She's one precious pupper. Absolute 12/10. Been in and out of ICU her whole life. Help Sierra below

https://t.co/Xp01EU3qyD https://t.co/V5lkvrGLdQ",12,Sierra,1667,7467,pupper,Vizsla
84,872967104147763200,2017-06-09 00:02:31 ,Twitter for iPhone,Here's a very large dog. He has a date later. Politely asked this water person to check if his breath is bad. 12/10 good to go doggo https://t.co/EMYIdoblMR,12,,5669,28031,doggo,Labrador Retriever
85,872820683541237760,2017-06-08 14:20:41 ,Twitter for iPhone,"Here are my favorite #dogsatpollingstations 
Most voted for a more consistent walking schedule and to increase daily pats tenfold. All 13/10 https://t.co/17FVMl4VZ5",13,,3884,15029,,Pug
86,872620804844003328,2017-06-08 01:06:27 ,Twitter for iPhone,This is Monkey. She's supporting owners everywhere with her fancy #PrideMonth bandana. 13/10 love is love is love... https://t.co/lUcpnZDPz9,13,Monkey,3911,21309,,Cocker Spaniel
87,872486979161796608,2017-06-07 16:14:40 ,Twitter for iPhone,We. Only. Rate. Dogs. Do not send in other things like this fluffy floor shark clearly ready to attack. Get it together guys... 12/10 https://t.co/BZHiKx3FpQ,12,,9429,41606,,Pembroke
88,872261713294495745,2017-06-07 01:19:32 ,Twitter for iPhone,This is Harry. His ears are activated one at a time. Incredibly rare to witness in person. Very special moment here. 13/10 blessed as h*ck https://t.co/ejHvGDfWoa,13,Harry,6649,35085,,Labrador Retriever
89,872122724285648897,2017-06-06 16:07:15 ,Twitter for iPhone,This is Kody. He's a baller. Wishes he was a little bit taller. Double dribbles often. Still 12/10 would happily get dunked on https://t.co/PKSpmiefwN,12,Kody,8549,35324,,Pug
90,871879754684805121,2017-06-06 00:01:46 ,Twitter for iPhone,Say hello to Lassie. She's celebrating #PrideMonth by being a splendid mix of astute and adorable. Proudly supupporting her owner. 13/10 https://t.co/uK6PNyeh9w,13,Lassie,11918,39090,puppo,Shetland Sheepdog
91,871762521631449091,2017-06-05 16:15:56 ,Twitter for iPhone,This is Rover. As part of pupper protocol he had to at least attempt to eat the plant. Confirmed not tasty. Needs peanut butter. 12/10 https://t.co/AiVljI6QCg,12,Rover,3678,20787,pupper,Labrador Retriever
92,871515927908634625,2017-06-04 23:56:03 ,Twitter for iPhone,This is Napolean. He's a Raggedy East Nicaraguan Zoom Zoom. Runs on one leg. Built for deception. No eyes. Good with kids. 12/10 great doggo https://t.co/PR7B7w1rUw,12,Napolean,3628,20730,doggo,Komondor
93,871032628920680449,2017-06-03 15:55:36 ,Twitter for iPhone,"This is Boomer. He's doing an advanced water takeoff. The opposite of Sully. Ears for control, mlem for style. 13/10 simply breathtaking https://t.co/noNpY2Laoo",13,Boomer,3999,23255,,Kelpie
94,870804317367881728,2017-06-03 00:48:22 ,Twitter for iPhone,Real funny guys. Sending in a pic without a dog in it. Hilarious. We'll rate the rug tho because it's giving off a very good vibe. 11/10 https://t.co/GCD1JccCyi,11,,6393,33791,,
95,870656317836468226,2017-06-02 15:00:16 ,Twitter for iPhone,"This is Cody. He zoomed too aggressively and tore his ACL. Happens to the best of us. Still 13/10

Help Cody here: https://t.co/4hxnDOt1CV https://t.co/42ryYRQ2Q4",13,Cody,2817,12819,,Pembroke
96,870374049280663552,2017-06-01 20:18:38 ,Twitter for iPhone,This is Zoey. She really likes the planet. Would hate to see willful ignorance and the denial of fairly elemental science destroy it. 13/10 https://t.co/T1xlgaPujm,13,Zoey,27680,85011,,Golden Retriever
97,870308999962521604,2017-06-01 16:00:09 ,Twitter for iPhone,"This is Rumble, but he's not ready to. Would rather fall asleep in his bath bucket. 13/10 would attempt a boop without waking https://t.co/MVQCzrF1g9",13,Rumble,4384,22453,,Greater Swiss Mountain Dog
98,870063196459192321,2017-05-31 23:43:25 ,Twitter for iPhone,Meet Clifford. He's quite large. Also red. Good w kids. Somehow never steps on them. Massive poops very inconvenient. Still 14/10 would ride https://t.co/apVOyDgOju,14,Clifford,8840,37771,,
99,869772420881756160,2017-05-31 04:27:59 ,Twitter for iPhone,"This is Dewey (pronounced ""covfefe""). He's having a good walk. Arguably the best walk. 13/10 would snug softly https://t.co/HciEaJkC4D",13,Dewey,10663,43710,,Pembroke
100,869702957897576449,2017-05-30 23:51:58 ,Twitter for iPhone,Meet Stanley. He likes road trips. Will shift for you. One ear more effective than other. 13/10 we don't leave until you buckle pup Stanley https://t.co/vmCu3PFCQq,13,Stanley,6728,29116,,Pembroke
101,869596645499047938,2017-05-30 16:49:31 ,Twitter for iPhone,This is Scout. He just graduated. Officially a doggo now. Have fun with taxes and losing sight of your ambitions. 12/10 would throw cap for https://t.co/DsA2hwXAJo,12,Scout,3327,16476,doggo,Chihuahua
102,869227993411051520,2017-05-29 16:24:37 ,Twitter for iPhone,This is Gizmo. His favorite thing is standing pupright like a hooman. Sneaky tongue slip status achieved. 13/10 would boop well https://t.co/IoR3n1fiiQ,13,Gizmo,4023,21112,,Pembroke
103,868880397819494401,2017-05-28 17:23:24 ,Twitter for iPhone,This is Walter. He won't start hydrotherapy without his favorite floatie. 14/10 keep it pup Walter https://t.co/r28jFx9uyF,14,Walter,12518,55098,,French Bulldog
104,868622495443632128,2017-05-28 00:18:35 ,Twitter for iPhone,Here's a h*ckin peaceful boy. Unbothered by the comings and goings. 13/10 please reveal your wise ways https://t.co/yeaH8Ej5eM,13,,6275,28295,,Labrador Retriever
105,868552278524837888,2017-05-27 19:39:34 ,Twitter for iPhone,"Say hello to Cooper. His expression is the same wet or dry. Absolute 12/10 but Coop desperately requests your help

https://t.co/ZMTE4Mr69f https://t.co/7RyeXTYLNi",12,Cooper,2240,10539,,Whippet
106,867900495410671616,2017-05-26 00:29:37 ,Twitter for iPhone,"Unbelievable. We only rate dogs. Please don't send in non-canines like the ""I"" from Pixar's opening credits. Thank you... 12/10 https://t.co/JMhDNv5wXZ",12,,4439,24964,,Labrador Retriever
107,867774946302451713,2017-05-25 16:10:44 ,Twitter for iPhone,Meet Harold.  He's h*ckin cooperative. 13/10 good work Harold https://t.co/ZYg3NZGICa,13,Harold,7788,35179,,Border Collie
108,867421006826221569,2017-05-24 16:44:18 ,Twitter for iPhone,This is Shikha. She just watched you drop a skittle on the ground and still eat it. Could not be less impressed. 12/10 superior puppo https://t.co/XZlZKd73go,12,Shikha,2697,16755,puppo,Eskimo Dog
110,867051520902168576,2017-05-23 16:16:06 ,Twitter for iPhone,"Oh my this spooked me up. We only rate dogs, not happy ghosts. Please send dogs only. It's a very simple premise. Thank you... 13/10 https://t.co/M5Rz0R8SIQ",13,,8425,33420,,Samoyed
111,866686824827068416,2017-05-22 16:06:55 ,Twitter for iPhone,This is Lili. She can't believe you betrayed her with bath time. Never looking you in the eye again. 12/10 would puppologize profusely https://t.co/9b9J46E86Z,12,Lili,3727,20070,puppo,Flat-Coated Retriever
112,866450705531457537,2017-05-22 00:28:40 ,Twitter for iPhone,"This is Jamesy. He gives a kiss to every other pupper he sees on his walk. 13/10 such passion, much tender https://t.co/wk7TfysWHr",13,Jamesy,32883,106827,pupper,French Bulldog
113,866334964761202691,2017-05-21 16:48:45 ,Twitter for iPhone,This is Coco. At first I thought she was a cloud but clouds don't bork with such passion. 12/10 would hug softly https://t.co/W86h5dgR6c,12,Coco,15546,54720,,Samoyed
114,865718153858494464,2017-05-19 23:57:46 ,Twitter for iPhone,"Meet Boomer. He's just checking pup on you. Hopes you had a good day. If not, he hopes he made it better. 13/10 extremely good boy https://t.co/pozUoHLkGg",13,Boomer,6008,26640,,Golden Retriever
115,865359393868664832,2017-05-19 00:12:11 ,Twitter for iPhone,This is Sammy. Her tongue ejects without warning sometimes. It's a serious condition. Needs a hefty dose from a BlepiPen. 13/10 https://t.co/g20EmqK7vc,13,Sammy,5384,27530,,Chesapeake Bay Retriever
116,865006731092295680,2017-05-18 00:50:50 ,Twitter for iPhone,This is Nelly. He really hopes you like his Hawaiian shirt. He already tore the tags off. 13/10 h*ck of a puppurchase https://t.co/LbkG5CiM7o,13,Nelly,8209,29063,,Pembroke
117,864873206498414592,2017-05-17 16:00:15 ,Twitter for iPhone,We only rate dogs. Please don't send in Jesus. We're trying to remain professional and legitimate. Thank you... 14/10 https://t.co/wr3xsjeCIR,14,,9361,33651,,
118,864279568663928832,2017-05-16 00:41:21 ,Twitter for iPhone,This is Meatball. He doing what's known in the industry as a mid-strut mlem. H*ckin fancy boy. 12/10 I'd do anything for Meatball https://t.co/S2HdmFFPck,12,Meatball,3266,15195,,Bull Mastiff
119,864197398364647424,2017-05-15 19:14:50 ,Twitter for iPhone,This is Paisley. She ate a flower just to prove she could. Savage af. 13/10 would pet so well https://t.co/cPq9fYvkzr,13,Paisley,9616,31459,,Golden Retriever
